"column_number","column_name","column_label","column_class","has_missing","unique_values"
398,"v2psnatpar_ord_codelow","National party control","numeric",TRUE,4
399,"v2psnatpar_ord_codehigh","National party control","numeric",TRUE,4
400,"v2psnatpar_mean","National party control","numeric",TRUE,291
401,"v2psnatpar_nr","National party control","numeric",TRUE,27
402,"v2ddlexci","Initiatives permitted","numeric",TRUE,4
403,"v2ddsigpci","Initiatives signatures %","numeric",TRUE,466
404,"v2ddsigdci","Initiatives signature-gathering period","numeric",TRUE,13
405,"v2ddsiglci","Initiatives signature-gathering time limit","numeric",TRUE,3
406,"v2ddpartci","Initiatives participation threshold","numeric",TRUE,14
407,"v2ddapprci","Initiatives approval threshold","numeric",TRUE,9
408,"v2ddadmci","Initiatives administrative threshold","numeric",TRUE,3
409,"v2ddspmci","Initiatives super majority","numeric",TRUE,2
410,"v2ddthreci","Popular initiative credible threat","numeric",TRUE,24
411,"v2ddlexrf","Referendums permitted","numeric",TRUE,4
412,"v2ddsigprf","Referendums signatures %","numeric",TRUE,325
413,"v2ddsigdrf","Referendums signature-gathering period","numeric",TRUE,14
414,"v2ddpartrf","Referendums participation threshold","numeric",TRUE,12
415,"v2ddapprrf","Referendums approval threshold","numeric",TRUE,6
416,"v2ddadmrf","Referendums administrative threshold","numeric",TRUE,2
417,"v2ddspmrf","Referendums super majority","numeric",TRUE,2
418,"v2ddthrerf","Popular referendum credible threat","numeric",TRUE,23
419,"v2ddlexor","Enforcement of Constitutional changes through popular vote","numeric",TRUE,4
420,"v2ddpartor","Obligatory referendum participation threshold","numeric",TRUE,9
421,"v2ddappor","Obligatory referendum approval threshold","numeric",TRUE,12
422,"v2ddadmor","Obligatory referendum administrative threshold","numeric",TRUE,5
423,"v2ddspmor","Obligatory referendum super majority","numeric",TRUE,5
424,"v2ddthreor","Obligatory referendum credible threat","numeric",TRUE,27
425,"v2ddlexpl","Plebiscites permitted","numeric",TRUE,4
426,"v2ddpartpl","Plebiscites participation threshold","numeric",TRUE,13
427,"v2ddapprpl","Plebiscites approval threshold","numeric",TRUE,8
428,"v2ddadmpl","Plebiscites administrative threshold","numeric",TRUE,2
429,"v2ddspmpl","Plebiscites super majority","numeric",TRUE,4
430,"v2ddthrepl","Plebiscites credible threat","numeric",TRUE,26
431,"v2ddyrci","Occurrence of citizen-initiatives this year","numeric",TRUE,13
432,"v2ddyrrf","Occurrence of referendum this year","numeric",TRUE,13
433,"v2ddyror","Occurrence of obligatory referendum this year","numeric",TRUE,11
434,"v2ddyrpl","Occurrence of plebiscite this year","numeric",TRUE,13
435,"v2exdfcbhs","HOS appoints cabinet in practice","numeric",TRUE,1095
436,"v2exdfcbhs_codelow","HOS appoints cabinet in practice","numeric",TRUE,1106
437,"v2exdfcbhs_codehigh","HOS appoints cabinet in practice","numeric",TRUE,1113
438,"v2exdfcbhs_sd","HOS appoints cabinet in practice","numeric",TRUE,481
439,"v2exdfcbhs_osp","HOS appoints cabinet in practice","numeric",TRUE,1027
440,"v2exdfcbhs_osp_codelow","HOS appoints cabinet in practice","numeric",TRUE,1020
441,"v2exdfcbhs_osp_codehigh","HOS appoints cabinet in practice","numeric",TRUE,857
442,"v2exdfcbhs_osp_sd","HOS appoints cabinet in practice","numeric",TRUE,438
443,"v2exdfcbhs_ord","HOS appoints cabinet in practice","haven_labelled, vctrs_vctr, double",TRUE,6
444,"v2exdfcbhs_ord_codelow","HOS appoints cabinet in practice","numeric",TRUE,6
445,"v2exdfcbhs_ord_codehigh","HOS appoints cabinet in practice","numeric",TRUE,6
446,"v2exdfcbhs_mean","HOS appoints cabinet in practice","numeric",TRUE,292
447,"v2exdfcbhs_nr","HOS appoints cabinet in practice","numeric",TRUE,22
448,"v2exdfdmhs","HOS dismisses ministers in practice","numeric",TRUE,985
449,"v2exdfdmhs_codelow","HOS dismisses ministers in practice","numeric",TRUE,959
450,"v2exdfdmhs_codehigh","HOS dismisses ministers in practice","numeric",TRUE,989
451,"v2exdfdmhs_sd","HOS dismisses ministers in practice","numeric",TRUE,457
452,"v2exdfdmhs_osp","HOS dismisses ministers in practice","numeric",TRUE,826
453,"v2exdfdmhs_osp_codelow","HOS dismisses ministers in practice","numeric",TRUE,814
454,"v2exdfdmhs_osp_codehigh","HOS dismisses ministers in practice","numeric",TRUE,631
455,"v2exdfdmhs_osp_sd","HOS dismisses ministers in practice","numeric",TRUE,389
456,"v2exdfdmhs_ord","HOS dismisses ministers in practice","haven_labelled, vctrs_vctr, double",TRUE,5
457,"v2exdfdmhs_ord_codelow","HOS dismisses ministers in practice","numeric",TRUE,5
458,"v2exdfdmhs_ord_codehigh","HOS dismisses ministers in practice","numeric",TRUE,5
459,"v2exdfdmhs_mean","HOS dismisses ministers in practice","numeric",TRUE,213
460,"v2exdfdmhs_nr","HOS dismisses ministers in practice","numeric",TRUE,23
461,"v2exhoshog","HOS = HOG","haven_labelled, vctrs_vctr, double",TRUE,3
462,"v2exaphos","HOS selection by legislature in practice","numeric",TRUE,3
463,"v2ex_elechos","HOS directly elected","numeric",TRUE,3
464,"v2expathhs","HOS appointment in practice","haven_labelled, vctrs_vctr, double",TRUE,10
465,"v2exdfcbhs_rec","HOS appoints cabinet in practice","numeric",TRUE,905
466,"v2exdfcbhs_rec_codelow","HOS appoints cabinet in practice","numeric",TRUE,920
467,"v2exdfcbhs_rec_codehigh","HOS appoints cabinet in practice","numeric",TRUE,925
468,"v2exdfcbhs_rec_sd","HOS appoints cabinet in practice","numeric",TRUE,481
469,"v2exdfcbhs_rec_osp","HOS appoints cabinet in practice","numeric",TRUE,735
470,"v2exdfcbhs_rec_osp_codelow","HOS appoints cabinet in practice","numeric",TRUE,767
471,"v2exdfcbhs_rec_osp_codehigh","HOS appoints cabinet in practice","numeric",TRUE,601
472,"v2exdfcbhs_rec_osp_sd","HOS appoints cabinet in practice","numeric",TRUE,276
473,"v2exdfcbhs_rec_ord","HOS appoints cabinet in practice","numeric",TRUE,4
474,"v2exdfcbhs_rec_ord_codelow","HOS appoints cabinet in practice","numeric",TRUE,4
475,"v2exdfcbhs_rec_ord_codehigh","HOS appoints cabinet in practice","numeric",TRUE,4
476,"v2exdfcbhs_rec_mean","HOS appoints cabinet in practice","numeric",TRUE,195
477,"v2exdfcbhs_rec_nr","HOS appoints cabinet in practice","numeric",TRUE,22
478,"v2exrmhsol_2","HOS removal by other in practice 2","numeric",TRUE,105
479,"v2exrmhsol_3","HOS removal by other in practice 3","numeric",TRUE,49
480,"v2exrmhsol_4","HOS removal by other in practice 4","numeric",TRUE,112
481,"v2exrmhsol_nr","HOS removal by other in practice","numeric",TRUE,22
482,"v2exremhog","HOG removal by legislature in practice","numeric",TRUE,909
483,"v2exremhog_codelow","HOG removal by legislature in practice","numeric",TRUE,933
484,"v2exremhog_codehigh","HOG removal by legislature in practice","numeric",TRUE,909
485,"v2exremhog_sd","HOG removal by legislature in practice","numeric",TRUE,470
486,"v2exremhog_osp","HOG removal by legislature in practice","numeric",TRUE,867
487,"v2exremhog_osp_codelow","HOG removal by legislature in practice","numeric",TRUE,770
488,"v2exremhog_osp_codehigh","HOG removal by legislature in practice","numeric",TRUE,832
489,"v2exremhog_osp_sd","HOG removal by legislature in practice","numeric",TRUE,352
490,"v2exremhog_ord","HOG removal by legislature in practice","haven_labelled, vctrs_vctr, double",TRUE,5
491,"v2exremhog_ord_codelow","HOG removal by legislature in practice","numeric",TRUE,5
492,"v2exremhog_ord_codehigh","HOG removal by legislature in practice","numeric",TRUE,5
493,"v2exremhog_mean","HOG removal by legislature in practice","numeric",TRUE,201
494,"v2exremhog_nr","HOG removal by legislature in practice","numeric",TRUE,23
495,"v2exdjcbhg","HOG appoints cabinet in practice","numeric",TRUE,629
496,"v2exdjcbhg_codelow","HOG appoints cabinet in practice","numeric",TRUE,629
497,"v2exdjcbhg_codehigh","HOG appoints cabinet in practice","numeric",TRUE,642
498,"v2exdjcbhg_sd","HOG appoints cabinet in practice","numeric",TRUE,409
499,"v2exdjcbhg_osp","HOG appoints cabinet in practice","numeric",TRUE,562
500,"v2exdjcbhg_osp_codelow","HOG appoints cabinet in practice","numeric",TRUE,552
501,"v2exdjcbhg_osp_codehigh","HOG appoints cabinet in practice","numeric",TRUE,469
502,"v2exdjcbhg_osp_sd","HOG appoints cabinet in practice","numeric",TRUE,237
503,"v2exdjcbhg_ord","HOG appoints cabinet in practice","haven_labelled, vctrs_vctr, double",TRUE,4
504,"v2exdjcbhg_ord_codelow","HOG appoints cabinet in practice","numeric",TRUE,4
505,"v2exdjcbhg_ord_codehigh","HOG appoints cabinet in practice","numeric",TRUE,4
506,"v2exdjcbhg_mean","HOG appoints cabinet in practice","numeric",TRUE,134
507,"v2exdjcbhg_nr","HOG appoints cabinet in practice","numeric",TRUE,23
508,"v2exdfdshg","HOG dismisses ministers in practice","numeric",TRUE,697
509,"v2exdfdshg_codelow","HOG dismisses ministers in practice","numeric",TRUE,700
510,"v2exdfdshg_codehigh","HOG dismisses ministers in practice","numeric",TRUE,696
511,"v2exdfdshg_sd","HOG dismisses ministers in practice","numeric",TRUE,383
512,"v2exdfdshg_osp","HOG dismisses ministers in practice","numeric",TRUE,662
513,"v2exdfdshg_osp_codelow","HOG dismisses ministers in practice","numeric",TRUE,612
514,"v2exdfdshg_osp_codehigh","HOG dismisses ministers in practice","numeric",TRUE,553
515,"v2exdfdshg_osp_sd","HOG dismisses ministers in practice","numeric",TRUE,330
516,"v2exdfdshg_ord","HOG dismisses ministers in practice","haven_labelled, vctrs_vctr, double",TRUE,5
517,"v2exdfdshg_ord_codelow","HOG dismisses ministers in practice","numeric",TRUE,5
518,"v2exdfdshg_ord_codehigh","HOG dismisses ministers in practice","numeric",TRUE,5
519,"v2exdfdshg_mean","HOG dismisses ministers in practice","numeric",TRUE,172
520,"v2exdfdshg_nr","HOG dismisses ministers in practice","numeric",TRUE,23
521,"v2exaphogp","HOG selection by legislature in practice","numeric",TRUE,3
522,"v2ex_elechog","HOG directly elected","numeric",TRUE,3
523,"v2ex_hogw","Relative power of the HOG","numeric",TRUE,5
524,"v2expathhg","HOG appointment in practice","numeric",TRUE,11
525,"v2exrmhgnp_2","HOG removal by other in practice 2","numeric",TRUE,79
526,"v2exrmhgnp_3","HOG removal by other in practice 3","numeric",TRUE,35
527,"v2exrmhgnp_4","HOG removal by other in practice 4","numeric",TRUE,68
528,"v2exrmhgnp_nr","HOG removal by other in practice","numeric",TRUE,23
529,"v2exrescon","Executive respects constitution","numeric",TRUE,1479
530,"v2exrescon_codelow","Executive respects constitution","numeric",TRUE,1507
531,"v2exrescon_codehigh","Executive respects constitution","numeric",TRUE,1469
532,"v2exrescon_sd","Executive respects constitution","numeric",TRUE,540
533,"v2exrescon_osp","Executive respects constitution","numeric",TRUE,1385
534,"v2exrescon_osp_codelow","Executive respects constitution","numeric",TRUE,1321
535,"v2exrescon_osp_codehigh","Executive respects constitution","numeric",TRUE,1375
536,"v2exrescon_osp_sd","Executive respects constitution","numeric",TRUE,392
537,"v2exrescon_ord","Executive respects constitution","haven_labelled, vctrs_vctr, double",TRUE,6
538,"v2exrescon_ord_codelow","Executive respects constitution","numeric",TRUE,6
539,"v2exrescon_ord_codehigh","Executive respects constitution","numeric",TRUE,6
540,"v2exrescon_mean","Executive respects constitution","numeric",TRUE,288
541,"v2exrescon_nr","Executive respects constitution","numeric",TRUE,22
542,"v2exbribe","Executive bribery and corrupt exchanges","numeric",TRUE,1518
543,"v2exbribe_codelow","Executive bribery and corrupt exchanges","numeric",TRUE,1510
544,"v2exbribe_codehigh","Executive bribery and corrupt exchanges","numeric",TRUE,1500
545,"v2exbribe_sd","Executive bribery and corrupt exchanges","numeric",TRUE,544
546,"v2exbribe_osp","Executive bribery and corrupt exchanges","numeric",TRUE,1398
547,"v2exbribe_osp_codelow","Executive bribery and corrupt exchanges","numeric",TRUE,1368
548,"v2exbribe_osp_codehigh","Executive bribery and corrupt exchanges","numeric",TRUE,1415
549,"v2exbribe_osp_sd","Executive bribery and corrupt exchanges","numeric",TRUE,397
550,"v2exbribe_ord","Executive bribery and corrupt exchanges","haven_labelled, vctrs_vctr, double",TRUE,6
551,"v2exbribe_ord_codelow","Executive bribery and corrupt exchanges","numeric",TRUE,6
552,"v2exbribe_ord_codehigh","Executive bribery and corrupt exchanges","numeric",TRUE,6
553,"v2exbribe_mean","Executive bribery and corrupt exchanges","numeric",TRUE,286
554,"v2exbribe_nr","Executive bribery and corrupt exchanges","numeric",TRUE,22
555,"v2exembez","Executive embezzlement and theft","numeric",TRUE,1492
556,"v2exembez_codelow","Executive embezzlement and theft","numeric",TRUE,1479
557,"v2exembez_codehigh","Executive embezzlement and theft","numeric",TRUE,1471
558,"v2exembez_sd","Executive embezzlement and theft","numeric",TRUE,509
559,"v2exembez_osp","Executive embezzlement and theft","numeric",TRUE,1421
560,"v2exembez_osp_codelow","Executive embezzlement and theft","numeric",TRUE,1369
561,"v2exembez_osp_codehigh","Executive embezzlement and theft","numeric",TRUE,1400
562,"v2exembez_osp_sd","Executive embezzlement and theft","numeric",TRUE,444
563,"v2exembez_ord","Executive embezzlement and theft","haven_labelled, vctrs_vctr, double",TRUE,6
564,"v2exembez_ord_codelow","Executive embezzlement and theft","numeric",TRUE,6
565,"v2exembez_ord_codehigh","Executive embezzlement and theft","numeric",TRUE,6
566,"v2exembez_mean","Executive embezzlement and theft","numeric",TRUE,289
567,"v2exembez_nr","Executive embezzlement and theft","numeric",TRUE,23
568,"v2excrptps","Public sector corrupt exchanges","numeric",TRUE,1331
569,"v2excrptps_codelow","Public sector corrupt exchanges","numeric",TRUE,1323
570,"v2excrptps_codehigh","Public sector corrupt exchanges","numeric",TRUE,1315
571,"v2excrptps_sd","Public sector corrupt exchanges","numeric",TRUE,484
572,"v2excrptps_osp","Public sector corrupt exchanges","numeric",TRUE,1210
573,"v2excrptps_osp_codelow","Public sector corrupt exchanges","numeric",TRUE,1241
574,"v2excrptps_osp_codehigh","Public sector corrupt exchanges","numeric",TRUE,1225
575,"v2excrptps_osp_sd","Public sector corrupt exchanges","numeric",TRUE,330
576,"v2excrptps_ord","Public sector corrupt exchanges","haven_labelled, vctrs_vctr, double",TRUE,6
577,"v2excrptps_ord_codelow","Public sector corrupt exchanges","numeric",TRUE,6
578,"v2excrptps_ord_codehigh","Public sector corrupt exchanges","numeric",TRUE,6
579,"v2excrptps_mean","Public sector corrupt exchanges","numeric",TRUE,271
580,"v2excrptps_nr","Public sector corrupt exchanges","numeric",TRUE,22
581,"v2exthftps","Public sector theft","numeric",TRUE,1296
582,"v2exthftps_codelow","Public sector theft","numeric",TRUE,1311
583,"v2exthftps_codehigh","Public sector theft","numeric",TRUE,1303
584,"v2exthftps_sd","Public sector theft","numeric",TRUE,480
585,"v2exthftps_osp","Public sector theft","numeric",TRUE,1233
586,"v2exthftps_osp_codelow","Public sector theft","numeric",TRUE,1231
587,"v2exthftps_osp_codehigh","Public sector theft","numeric",TRUE,1207
588,"v2exthftps_osp_sd","Public sector theft","numeric",TRUE,364
589,"v2exthftps_ord","Public sector theft","haven_labelled, vctrs_vctr, double",TRUE,6
590,"v2exthftps_ord_codelow","Public sector theft","numeric",TRUE,6
591,"v2exthftps_ord_codehigh","Public sector theft","numeric",TRUE,6
592,"v2exthftps_mean","Public sector theft","numeric",TRUE,274
593,"v2exthftps_nr","Public sector theft","numeric",TRUE,22
594,"v2exapup","Chief executive appointment by upper chamber","numeric",TRUE,3
595,"v2exapupap","Chief executive appointment by upper chamber implicit approval","numeric",TRUE,3
596,"v2lgbicam","Legislature bicameral","haven_labelled, vctrs_vctr, double",TRUE,4
597,"v2lgqstexp","Legislature questions officials in practice","numeric",TRUE,944
598,"v2lgqstexp_codelow","Legislature questions officials in practice","numeric",TRUE,935
599,"v2lgqstexp_codehigh","Legislature questions officials in practice","numeric",TRUE,945
600,"v2lgqstexp_sd","Legislature questions officials in practice","numeric",TRUE,432
601,"v2lgqstexp_osp","Legislature questions officials in practice","numeric",TRUE,605
602,"v2lgqstexp_osp_codelow","Legislature questions officials in practice","numeric",TRUE,519
603,"v2lgqstexp_osp_codehigh","Legislature questions officials in practice","numeric",TRUE,498
604,"v2lgqstexp_osp_sd","Legislature questions officials in practice","numeric",TRUE,181
605,"v2lgqstexp_ord","Legislature questions officials in practice","haven_labelled, vctrs_vctr, double",TRUE,3
606,"v2lgqstexp_ord_codelow","Legislature questions officials in practice","numeric",TRUE,3
607,"v2lgqstexp_ord_codehigh","Legislature questions officials in practice","numeric",TRUE,3
608,"v2lgqstexp_mean","Legislature questions officials in practice","numeric",TRUE,105
609,"v2lgqstexp_nr","Legislature questions officials in practice","numeric",TRUE,22
610,"v2lginvstp","Legislature investigates in practice","numeric",TRUE,1588
611,"v2lginvstp_codelow","Legislature investigates in practice","numeric",TRUE,1601
