"p_name","state","center_lon","center_lat","turbine_count","total_capacity","avg_hub_height","year_built","avg_wind_speed","median_wind_speed","n_observations","state_name_lower"
"Peyton Creek","TX",-95.9018915625,28.8662069166667,48,151200,87.5,2020,NA,NA,NA,NA
"Pheasant Run I","MI",-83.3156381136364,43.7703095909091,44,74800,80,2013,NA,NA,NA,NA
"Philips Lightolier","MA",-71.116997,41.74609,1,2000,80,2012,NA,NA,NA,NA
"Phoenix Press","CT",-72.901932,41.301205,1,100,NA,2010,NA,NA,NA,NA
"Pick-a-Part Turbine","OH",-81.946899,41.326893,1,100,NA,2012,NA,NA,NA,NA
"Pigeon Creek","IL",-91.192268,39.833282,1,900,75,2009,NA,NA,NA,NA
"Pilgrim Stage Station","ID",-115.000028285714,42.790979,7,10500,80,2011,NA,NA,NA,NA
"Pillar Mountain II","AK",-152.455144333333,57.7845993333333,3,4500,80,2012,NA,NA,NA,NA
"Pilot Hill","IL",-88.0507899902913,41.0030353786408,103,175100,80,2015,NA,NA,NA,NA
"Pine Ridge Job Corp","NE",-102.983292,42.679729,1,100,NA,2010,NA,NA,NA,NA
"Pine River","MI",-84.6602152615385,43.4787867076923,65,161300,90,2019,NA,NA,NA,NA
"Pine Tree Wind Farm","CA",-118.189458925,35.261189975,80,120000,65,2009,NA,NA,NA,NA
"Pine Tree extension","CA",-118.1939584,35.2559655,10,15000,80,2010,NA,NA,NA,NA
"Pinnacle","WV",-79.0466239565217,39.4264939130435,23,55200,80,2011,NA,NA,NA,NA
"Pinnebog","MI",-83.1226664666667,43.8427793333333,30,51000,96,2016,NA,NA,NA,NA
"Pinyon Pines I","CA",-118.222544661017,35.0533261525424,59,177000,80,2012,NA,NA,NA,NA
"Pinyon Pines II","CA",-118.208489351351,35.0130521081081,37,111000,80,2012,NA,NA,NA,NA
"Pioneer Grove","IA",-91.232693,41.852642,2,6000,96,2012,NA,NA,NA,NA
"Pioneer Hutt Wind","TX",-101.906569686275,31.7741524901961,51,140180,110.705882352941,2024,NA,NA,NA,NA
"Pioneer Prairie I","IA",-92.5973910416667,43.4753639,120,198000,80,2008,NA,NA,NA,NA
"Pioneer Prairie II","IA",-92.6761313225806,43.4641725,62,102300,80,2008,NA,NA,NA,NA
"Pioneer Trail","IL",-88.0147181808511,40.4679375638298,94,150400,80,2011,NA,NA,NA,NA
"Pioneer Wind Park","WY",-105.882367826087,42.6947863043478,46,85100,80,2016,NA,NA,NA,NA
"Pipestone School District","MN",-96.340393,44.000893,1,750,55,2003,NA,NA,NA,NA
"Pisgah Mountain","ME",-68.5233246,44.7767206,5,9000,95,2016,NA,NA,NA,NA
"Pleasant Hill","TX",-101.454763909091,33.7453460909091,11,19800,80,2015,NA,NA,NA,NA
"Pleasant Valley","MN",-92.79045905,43.78557356,100,200000,95,2015,NA,NA,NA,NA
"Plum Creek","NE",-97.2348135487805,42.1484836097561,82,231240,89,2020,NA,NA,NA,NA
"Plymouth Wind","IA",-95.9257517808219,42.8268933150685,73,202220,88.1369863013699,2021,NA,NA,NA,NA
"Pocahontas Prairie","IA",-94.608149125,42.5979445,40,83200,100,2012,NA,NA,NA,NA
"Point Wind Plant","CA",-118.35137075,35.086023625,16,57600,82,2021,NA,NA,NA,NA
"Polaris","MI",-84.4532394411765,43.2852010588235,68,168600,88.0735294117647,2020,NA,NA,NA,NA
"Polk County Renewables","NE",-97.570107,41.165283,1,2500,89,2019,NA,NA,NA,NA
"Pomeroy (expansion)","IA",-94.7693763846154,42.5570843076923,13,33730,80,2011,NA,NA,NA,NA
"Pomeroy I","IA",-94.7374111219512,42.599497597561,82,126480,80,2007,NA,NA,NA,NA
"Pomeroy II","IA",-94.7466223061224,42.5895760204082,49,76500,80,2007,NA,NA,NA,NA
"Pomeroy III","IA",-94.780560375,42.60906835,40,63120,80,2008,NA,NA,NA,NA
"Ponderosa","OK",-100.69175893,36.56291646,100,203570,83.86,2020,NA,NA,NA,NA
"Port of Milwaukee","WI",-87.890839,43.003372,1,100,37,2012,NA,NA,NA,NA
"Porta High School","IL",-89.863617,40.016724,1,600,50,2009,NA,NA,NA,NA
"Portsmouth Abbey School","RI",-71.2687,41.599091,1,660,50,2006,NA,NA,NA,NA
"Post Rock","KS",-98.3330784701493,38.845240761194,134,201000,80,2012,NA,NA,NA,NA
"Power County","ID",-112.7567375,42.7228222777778,18,45000,80,2011,NA,NA,NA,NA
"Prairie","IA",-92.6897698292683,41.4486466707317,82,164000,95,2017,NA,NA,NA,NA
"Prairie Breeze","NE",-98.1101341186441,41.9321724830508,118,200600,80,2014,NA,NA,NA,NA
"Prairie Breeze II","NE",-97.9229382682927,41.9398021463415,41,73390,80,2015,NA,NA,NA,NA
"Prairie Breeze III","NE",-97.98059155,41.99499585,20,35800,80,2016,NA,NA,NA,NA
"Prairie Hill","TX",-96.80352532,31.58909065,100,300000,82,2020,NA,NA,NA,NA
"Prairie II","IA",-92.7154505,41.47344,2,4000,95,2018,NA,NA,NA,NA
"Prairie Queen","KS",-95.2438892881356,37.9785708305085,59,199275,108.406779661017,2019,NA,NA,NA,NA
"Prairie Rose","MN",-96.2854205294118,43.7970425462185,119,199920,80,2012,NA,NA,NA,NA
"Prairie Star","MN",-92.6040781967213,43.6554894754098,61,100650,80,2007,NA,NA,NA,NA
"Prairie Winds Minot Wind 2","ND",-101.291216666667,47.9882646666667,3,4500,80,2009,NA,NA,NA,NA
"Prairie Winds ND 1","ND",-101.27037012987,47.9389058181818,77,115500,80,2009,NA,NA,NA,NA
"Pratt Wind Energy Center","KS",-98.8695492735849,37.560668754717,106,243800,80,2018,NA,NA,NA,NA
"Prescott Wind Farm I","IA",-94.6147715555556,41.1241244444444,9,38700,105,2024,NA,NA,NA,NA
"Presque Isle","ME",-68.020203,46.667389,1,600,65,2009,NA,NA,NA,NA
"Prevailing Wind","SD",-98.0658648245614,43.1120814035088,57,216600,110,2020,NA,NA,NA,NA
"Priddy","TX",-98.4846174285714,31.5766546190476,63,302400,108,2022,NA,NA,NA,NA
"Princeton Municipal Light and Water Plant","MA",-71.8996965,42.47789,2,3000,65,2009,NA,NA,NA,NA
"Prospector","OR",-117.257393,44.4169648,5,10000,80,2017,NA,NA,NA,NA
"Providence Heights","IL",-89.5856840555556,41.2323060833333,36,72000,80,2008,NA,NA,NA,NA
"Pryor Mountain","MT",-108.694964640351,45.155298877193,114,239800,80,2021,NA,NA,NA,NA
"Pueblo Towers","CO",-104.621391,38.163395,1,1800,80,2010,NA,NA,NA,NA
"Punta Lima Repower","PR",-65.6969920769231,18.1949295384615,13,26000,95,2024,NA,NA,NA,NA
"Pyron (Roscoe III)","TX",-100.674121216867,32.5914592409639,166,265600,80,2009,NA,NA,NA,NA
"Quilt Block","WI",-90.2514508979592,42.6556738571429,49,98000,95,2017,NA,NA,NA,NA
"Quinhagak","AK",-161.914383,59.7399673333333,3,300,37,2010,NA,NA,NA,NA
"REG Juhl Glenville Wind Project","MN",-93.307907,43.580902,1,2500,80,2020,NA,NA,NA,NA
"Radford's Run","IL",-89.037005352518,40.0002774964029,139,305800,95,2017,NA,NA,NA,NA
"Rail Splitter","IL",-89.4156177164179,40.3329465970149,67,100500,80,2009,NA,NA,NA,NA
"Ralls Wind Farm","TX",-101.3858032,33.6612974,5,10000,80,2011,NA,NA,NA,NA
"Ranchero","TX",-101.718637608333,31.015416325,120,300000,89,2019,NA,NA,NA,NA
"Ranchland Wind Project","TX",-99.172831952381,32.2832766031746,63,262920,103.253968253968,2022,NA,NA,NA,NA
"Randolph Eastern School Corporation","IN",-84.822083,40.210266,1,1000,70,2010,NA,NA,NA,NA
"Rattlesnake","TX",-101.445575669492,31.7230929661017,118,211220,80,2015,NA,NA,NA,NA
"Rattlesnake Creek","NE",-96.8228077326733,42.3790725940594,101,318150,87.5,2018,NA,NA,NA,NA
"Rattlesnake Flat","WA",-118.422947614035,46.8963613684211,57,149900,85.7719298245614,2020,NA,NA,NA,NA
"Rattlesnake Road","OR",-120.23971955102,45.6877774693878,49,102900,79,2008,NA,NA,NA,NA
"Rattlesnake Wind","TX",-99.53443115625,31.249654953125,64,160000,90,2018,NA,NA,NA,NA
"Reading Wind Facility","KS",-96.0096709032258,38.4892134516129,62,200130,96.6451612903226,2020,NA,NA,NA,NA
"Record Hill","ME",-70.6311661818182,44.6606078636364,22,50600,80,2011,NA,NA,NA,NA
"Red Barn Wind","WI",-90.4855166428571,42.954761,28,92400,112,2023,NA,NA,NA,NA
"Red Canyon Wind Energy","TX",-101.223647357143,32.9595063392857,56,84000,80,2006,NA,NA,NA,NA
"Red Dirt","OK",-97.7761966526316,36.047510368421,95,299250,87.5,2017,NA,NA,NA,NA
"Red Hills","OK",-99.407911902439,35.5386709634146,82,123000,80,2008,NA,NA,NA,NA
"Red Horse 2","AZ",-110.0883988,32.2885840666667,15,30000,80,2015,NA,NA,NA,NA
"Red Lake Falls","MN",-96.317844,47.8719615,2,4600,80,2020,NA,NA,NA,NA
"Red Mesa","NM",-107.38181971875,35.256836125,64,102400,80,2010,NA,NA,NA,NA
"Red Pine","MN",-96.15945417,44.47478441,100,200000,80,2017,NA,NA,NA,NA
"Redbed Plains","OK",-97.8738052083333,35.2763093333333,48,99100,93,2017,NA,NA,NA,NA
"Redwood Falls (SMMPA)","MN",-95.175896,44.5030425,2,3300,70,2005,NA,NA,NA,NA
"Reloj del Sol","TX",-99.2888952222222,27.1178448571429,63,209400,120,2021,NA,NA,NA,NA
"Richland","IA",-95.2211680384615,42.3177603846154,52,128400,86.9230769230769,2020,NA,NA,NA,NA
"Richland Community College","IL",-88.895363,39.88662,1,100,36.7,2009,NA,NA,NA,NA
"Ridgetop","CA",-118.311045893023,35.0767619023256,215,0,NA,1985,NA,NA,NA,NA
"Ridgewind","MN",-96.0488703636364,44.0312251818182,11,25300,80,2010,NA,NA,NA,NA
"Rim Rock","MT",-112.106399134921,48.828587468254,126,189000,80,2012,NA,NA,NA,NA
"Ringer Hill","PA",-79.1925333571428,39.7401047142857,14,39900,98.3,2016,NA,NA,NA,NA
"Rio Bravo","TX",-99.038592,26.6365141515152,66,237600,105,2019,NA,NA,NA,NA
"Rippey","IA",-94.20684735,41.99419305,20,50000,100,2012,NA,NA,NA,NA
"Rising Tree North","CA",-118.219178,35.0847964666667,30,99000,84,2014,NA,NA,NA,NA
"Rising Tree South","CA",-118.248240866667,35.0587499333333,30,99000,84,2015,NA,NA,NA,NA
"Roadrunner","TX",-99.1124223666667,32.4565112111111,90,253200,113.466666666667,2024,NA,NA,NA,NA
"Roanoke Wind Farm","IL",-89.0921035454545,40.8618734545455,11,0,NA,Inf,NA,NA,NA,NA
"Roaring Brook Wind","NY",-75.6171055,43.70754375,20,79725,103.875,2021,NA,NA,NA,NA
"Robertsons Ready Mix","CA",-116.813236,33.9158955,2,3200,80,2012,NA,NA,NA,NA
"Rock Aetna","MN",-96.05407625,44.038258375,8,21760,89.375,2022,NA,NA,NA,NA
"Rock County Wind Fuel Project","MN",-96.270069,43.6361845,2,5000,80,2020,NA,NA,NA,NA
"Rock Creek","MO",-95.2414548333333,40.4382144666667,150,300000,95,2017,NA,NA,NA,NA
"Rock Falls","OK",-97.4763900833333,36.9154869833333,60,154575,84.25,2017,NA,NA,NA,NA
"Rock of Ages","VT",-72.476997,44.153492,1,100,37,2010,NA,NA,NA,NA
"Rockhaven Wind Project","OK",-97.2811488333333,34.4157876041667,48,136000,90.25,2021,NA,NA,NA,NA
"Rockland","ID",-112.916922136364,42.6877418636364,44,79200,80,2011,NA,NA,NA,NA
"Rocksprings","TX",-100.772395362319,29.767658,69,149340,80,2017,NA,NA,NA,NA
"Rocky Ridge I","OK",-99.0009520860215,35.1293906666667,93,148800,80,2012,NA,NA,NA,NA
"Roeder Farms","IA",-93.283195,43.297291,1,1600,80,2011,NA,NA,NA,NA
"Rolling Hills","IA",-94.7550541865285,41.2153717823834,193,484200,80,2011,NA,NA,NA,NA
"Rolling Hills","WY",-105.83883269697,43.0651566666667,66,115800,80,2009,NA,NA,NA,NA
"Rollins","ME",-68.380237475,45.3459907,40,60000,80,2011,NA,NA,NA,NA
"Roosevelt","NM",-103.497892136,33.922133088,125,250000,80,2015,NA,NA,NA,NA
"Roscoe","TX",-100.661473253589,32.4729462248804,209,209000,69,2008,NA,NA,NA,NA
"Rosebud Sioux","SD",-100.578491,43.002693,1,750,55,2003,NA,NA,NA,NA
"Roseman Energy LLC","IA",-94.753922,41.373135,1,1790,80,2017,NA,NA,NA,NA
"Rosewater","IN",-86.95393772,40.78257488,25,102000,105,2020,NA,NA,NA,NA
"Rosiere Wind Farm","WI",-87.6416804705882,44.6547984117647,17,11220,65,1999,NA,NA,NA,NA
"Roth Rock","MD",-79.45132755,39.27105705,20,50000,80,2011,NA,NA,NA,NA
"Roundhouse","WY",-105.106622621951,41.0631886097561,82,226560,88.0121951219512,2020,NA,NA,NA,NA
"Roundhouse Wind II","WY",-105.003985368421,41.051832,38,87400,94,2023,NA,NA,NA,NA
"Route 66","TX",-101.46026232,35.1867943333333,75,150000,80,2015,NA,NA,NA,NA
"Roxwind","ME",-70.61729625,44.619276,4,15200,81.5,2021,NA,NA,NA,NA
"Rugby","ND",-99.9512465211268,48.5070411126761,71,149100,79,2009,NA,NA,NA,NA
"Rush Creek I","CO",-103.856804835,39.136337715,200,400000,80,2018,NA,NA,NA,NA
"Rush Creek II","CO",-103.17258744,39.08250896,100,200000,80,2018,NA,NA,NA,NA
"Rush Springs Wind Energy Center","OK",-97.8043917310924,34.7004885630252,119,246925,80,2016,NA,NA,NA,NA
"Ruthton Wind Farm","MN",-96.2222469583333,44.224688,24,15840,65,2001,NA,NA,NA,NA
"SC Johnson Waxdale Plant","WI",-87.887989,42.712164,2,3000,85,2012,NA,NA,NA,NA
"Sac County Wind (Richland Wind)","IA",-95.1914788275862,42.3962124827586,29,72940,83.7241379310345,2021,NA,NA,NA,NA
"Sacred Heart Monestery","ND",-102.346581,46.896454,1,100,NA,1997,NA,NA,NA,NA
"Saddleback Ridge","ME",-70.3710163333333,44.61131125,12,34200,85,2014,NA,NA,NA,NA
"Safeway Tracy","CA",-121.521408,37.713867,2,2000,55,2011,NA,NA,NA,NA
"Sagamore Wind","NM",-103.195808629167,33.9182250791667,240,522800,80,2020,NA,NA,NA,NA
"Sage Draw","TX",-101.575374716667,33.3125186416667,120,338400,89,2020,NA,NA,NA,NA
"Sagebrush (Kittitas Valley)","WA",-120.692507208333,47.1409415,48,100800,80,2010,NA,NA,NA,NA
"Salinas Valley State Prison","CA",-121.37075,36.474236,1,1700,80,2018,NA,NA,NA,NA
"Salmon Falls","ID",-114.998912142857,42.6899725,14,21000,80,2011,NA,NA,NA,NA
"Salt Fork","TX",-100.934044264368,35.172160816092,87,174000,80,2016,NA,NA,NA,NA
"San Clemente Island","CA",-118.552175,32.986328,3,675,30,1998,NA,NA,NA,NA
"San Gorgonio Farms Wind Farm","CA",-116.617747614035,33.9263776491228,114,31375,29.6,1984,NA,NA,NA,NA
"San Gorgonio Westwinds II LLC","CA",-116.572404064516,33.8980374193548,62,43400,50,1999,NA,NA,NA,NA
"San Gorgonio Wind Associates 7","CA",-116.58709,33.921795,2,2000,60,1986,NA,NA,NA,NA
"San Juan Mesa","NM",-103.820898291667,33.9551744333333,120,120000,69,2005,NA,NA,NA,NA
"San Roman","TX",-97.3688621612903,26.1112463870968,31,93000,87.5,2016,NA,NA,NA,NA
"Sand Bluff","TX",-101.304521711111,31.9772461555556,45,90000,78,2007,NA,NA,NA,NA
"Sand Point","AK",-160.48983,55.3442,2,1000,40,2012,NA,NA,NA,NA
"Sandy Ridge","PA",-78.26972432,40.73448004,25,50000,100,2012,NA,NA,NA,NA
"Sandy Ridge 2","PA",-78.2836720666667,40.7351774666667,15,87600,119,2023,NA,NA,NA,NA
"Sandywoods","RI",-71.1539,41.620491,1,275,55,2012,NA,NA,NA,NA
"Santa Fe Public Works","NM",-106.069237,35.641449,1,0,NA,Inf,NA,NA,NA,NA
"Santa Isabel","PR",-66.39032075,17.9848626363636,44,101200,80,2012,NA,NA,NA,NA
"Santa Rita","TX",-101.351933391667,31.1937284083333,120,300000,90,2018,NA,NA,NA,NA
"Santa Rita East","TX",-101.139112216667,31.246611925,120,302400,89,2019,NA,NA,NA,NA
"Sapphire Sky Wind Energy Center","IL",-88.585102828125,40.334979515625,64,259800,105,2023,NA,NA,NA,NA
"Saratoga","IA",-92.3373101515152,43.3779086060606,33,66000,94,2019,NA,NA,NA,NA
"Savoonga","AK",-170.4981765,63.6919025,2,200,30,2008,NA,NA,NA,NA
"Sawtooth","ID",-115.3943155,42.9818870714286,14,22400,80,2011,NA,NA,NA,NA
"Scheid Vineyards","CA",-121.191589,36.274509,1,1850,80,2017,NA,NA,NA,NA
"Scioto Ridge","OH",-83.7490656,40.55347636,75,245400,85.44,2021,NA,NA,NA,NA
"Scituate Wind","MA",-70.7285,42.175091,1,1500,80,2012,NA,NA,NA,NA
"Seiling","OK",-98.9934698547009,36.1069373589744,117,198900,80,2014,NA,NA,NA,NA
"Seiling 2","OK",-98.9795398644068,36.1489742881356,59,100300,80,2014,NA,NA,NA,NA
"Selawik Wind Project","AK",-160.01811975,66.60807625,4,260,24,2004,NA,NA,NA,NA
"Senate","TX",-98.3636356133333,33.1981073333333,75,150000,100,2012,NA,NA,NA,NA
"Sendero","TX",-98.9165430769231,27.1800166666667,39,78000,80,2015,NA,NA,NA,NA
"Seneca Nation","NY",-79.102692,42.580894,1,1500,85,2017,NA,NA,NA,NA
"Sentral Community School","IA",-94.388573,43.210556,1,65,25,1995,NA,NA,NA,NA
"Settler's Trail","IL",-87.5791848085106,40.7232313404255,94,150400,80,2011,NA,NA,NA,NA
"Seven Cowboy","OK",-99.0961212897196,35.2369633738318,107,301740,89,2023,NA,NA,NA,NA
"Seven Mile Hill I & II","WY",-106.393623873418,41.9469351012658,79,145100,80,2008,NA,NA,NA,NA
"Seymour Hills","TX",-99.1934038333333,33.5781528333333,12,30240,89,2019,NA,NA,NA,NA
"Shady Oaks","IL",-89.093242915493,41.6651248732394,71,109500,85.6338028169014,2012,NA,NA,NA,NA
"Shady Oaks II","IL",-89.0109866818182,41.6600174090909,22,108200,99.3181818181818,2023,NA,NA,NA,NA
"Shakopee Mdewakanton Sioux","UT",-112.377289,40.500694,1,1500,80,2009,NA,NA,NA,NA
"Shaktoolik","AK",-161.203018,64.360546,2,200,37,2012,NA,NA,NA,NA
"Shamrock Wind Facility (White Mesa Wind III)","TX",-101.589407160494,30.9423595555556,81,223920,111.024691358025,2023,NA,NA,NA,NA
"Shane Colwell","MN",-96.136215,44.150887,1,750,53,2006,NA,NA,NA,NA
"Shannon","TX",-98.3722708487395,33.5076326722689,119,204085,80,2015,NA,NA,NA,NA
"Shaokatan Hills","MN",-96.4321858333333,44.3985074444444,18,11880,65,1999,NA,NA,NA,NA
"Shaokatan Power Partners","MN",-96.418243,44.397892,2,1600,65,2003,NA,NA,NA,NA
"Sheffield","VT",-72.1012550625,44.6759743125,16,40000,80,2011,NA,NA,NA,NA
"Shenandoah School Corporation","IN",-85.523666,40.010242,1,900,71,2013,NA,NA,NA,NA
"Shepherds Flat","OR",-120.07691045122,45.7470726463415,82,249750,85.6707317073171,2011,NA,NA,NA,NA
"Sherbino I","TX",-102.35959506,30.81782506,50,150000,80,2008,NA,NA,NA,NA
"Sherbino II","TX",-102.507629883333,30.7718065166667,60,120500,80,2011,NA,NA,NA,NA
"Sherrard High School","IL",-90.528229,41.344524,1,600,50,2009,NA,NA,NA,NA
"Shiloh II","CA",-121.791338333333,38.1633503466667,75,150000,74.94,2009,NA,NA,NA,NA
"Shiloh III","CA",-121.76176866,38.16509526,50,102500,77.7,2011,NA,NA,NA,NA
"Shiloh IV","CA",-121.85037058,38.1350899,50,102500,77.5,2012,NA,NA,NA,NA
"Shiloh Wind Project","CA",-121.851901603774,38.1474566509434,106,159000,76.6037735849057,2006,NA,NA,NA,NA
"Shirley","WI",-87.937018375,44.348429125,8,20000,100,2010,NA,NA,NA,NA
"Sholes","NE",-97.325513915493,42.2709886197183,71,160020,89.1549295774648,2019,NA,NA,NA,NA
"Shooting Star","KS",-99.4506140153846,37.5149630923077,65,104000,80,2012,NA,NA,NA,NA
"Sibley Hills","IA",-95.651093,43.404591,1,660,45,2003,NA,NA,NA,NA
"Sibley Wind Farm","IA",-95.6478655,43.407669,2,1200,46,1997,NA,NA,NA,NA
"Sigel Wind Park","MI",-82.790451875,43.856453875,40,64000,100,2012,NA,NA,NA,NA
"Silver Maple","ME",-68.517378,44.7727934,5,20000,117,2022,NA,NA,NA,NA
"Silver Sage","WY",-105.0279388,41.13031765,20,42000,79,2009,NA,NA,NA,NA
"Silver Star I","TX",-98.473605125,32.3338153333333,24,48000,80,2008,NA,NA,NA,NA
"Skeleton Creek","OK",-98.1954787222222,36.5227113888889,90,248600,88,2020,NA,NA,NA,NA
"Skookumchuck","WA",-122.585672947368,46.7149322105263,38,136800,82,2020,NA,NA,NA,NA
"Sky River","CA",-118.25499,35.076496,1,225,NA,1991,NA,NA,NA,NA
"Sky River Repower","CA",-118.241553619048,35.2454466666667,21,58700,88.5714285714286,2021,NA,NA,NA,NA
"Sky Volt","IA",-94.485252,41.290779,1,1680,80,2012,NA,NA,NA,NA
"Slate Creek","KS",-97.2949128533333,37.1230652666667,75,150000,80,2015,NA,NA,NA,NA
"Sleeping Bear","OK",-99.4998768222222,36.6380444,45,94500,79,2007,NA,NA,NA,NA
"Smoky Hills","KS",-98.11471875,38.8853215892857,56,102200,80,2008,NA,NA,NA,NA
"Smoky Hills II","KS",-98.2433974040404,38.8866111313131,99,153500,80,2008,NA,NA,NA,NA
"Snyder","TX",-100.736506857143,32.7382603809524,21,63000,105,2007,NA,NA,NA,NA
"Solano IV Repower","CA",-121.796479052632,38.1009254210526,19,85500,105,2024,NA,NA,NA,NA
"Solano Phase 3","CA",-121.784261254545,38.0877786363636,55,127800,80,2012,NA,NA,NA,NA
"Solano Phase IIA","CA",-121.774747625,38.10142,8,24000,80,2006,NA,NA,NA,NA
"Solano Wind Project","CA",-121.766611714286,38.101324,21,63000,80,2007,NA,NA,NA,NA
"Soldier Creek Wind Energy Center","KS",-96.010946725,39.656971875,120,300960,90,2020,NA,NA,NA,NA
"Solomon Forks","KS",-101.110062171429,39.3093935714286,105,275625,85,2019,NA,NA,NA,NA
"Somerset","PA",-79.011551,39.9798998333333,6,9000,65,2001,NA,NA,NA,NA
"South Chestnut","PA",-79.7322756086957,39.7517225217391,23,46000,78,2012,NA,NA,NA,NA
"South Dakota","SD",-99.4609382962963,44.3657174074074,27,40500,65,2003,NA,NA,NA,NA
"South Dakota Wind Partners","SD",-98.8309337142857,43.9247501428571,7,10500,80,2011,NA,NA,NA,NA
"South Fork","MN",-95.4138705,43.5958778333333,6,13800,80,2016,NA,NA,NA,NA
"South Fork Wind Farm",NA,-71.14812725,41.09292025,12,132000,NA,2024,NA,NA,NA,NA
"South Hurlburt","OR",-120.048618663793,45.6646778534483,116,333250,85.4396551724138,2011,NA,NA,NA,NA
"South Peak","MT",-110.634318034483,47.3058703448276,29,79900,89.9655172413793,2020,NA,NA,NA,NA
"South Plains","TX",-101.34577518,34.10106318,100,200000,80,2015,NA,NA,NA,NA
"South Plains II","TX",-101.366596956044,34.2057314835165,91,300300,91.5,2016,NA,NA,NA,NA
"South Trent Mesa","TX",-100.18198075,32.41571425,44,101200,80,2009,NA,NA,NA,NA
"Southern Hills","IA",-94.4720685555556,41.0891490277778,36,131300,101.944444444444,2020,NA,NA,NA,NA
"Southern Hills Expansion","IA",-94.4092731851852,41.1475920740741,27,114000,105.833333333333,2020,NA,NA,NA,NA
"Spanish Fork","UT",-111.583854666667,40.0731722222222,9,18900,79,2008,NA,NA,NA,NA
"Spearville","KS",-99.7597901791045,37.8744173432836,67,100500,80,2006,NA,NA,NA,NA
"Spearville 3","KS",-99.8462402698413,37.8406828253968,63,100800,80,2012,NA,NA,NA,NA
"Spearville II","KS",-99.7111851875,37.872297125,32,48000,80,2010,NA,NA,NA,NA
"Spinning Spur 2","TX",-102.594964448276,35.3076663103448,87,160950,80,2014,NA,NA,NA,NA
"Spinning Spur 3","TX",-102.719655989691,35.3017161546392,97,194000,80,2015,NA,NA,NA,NA
"Spinning Spur Wind Ranch","TX",-102.473205014286,35.3067869,70,161000,80,2012,NA,NA,NA,NA
"Spion Kop","MT",-110.63594216,47.33967712,25,40000,80,2012,NA,NA,NA,NA
"Spirit Lake","IA",-95.099838,43.4113675,2,1000,49,1992,NA,NA,NA,NA
"Spring Canyon","CO",-103.019960575,40.9630556,40,60000,80,2006,NA,NA,NA,NA
"Spring Canyon Expansion","CO",-103.014639942857,40.9886069714286,35,62650,85,2014,NA,NA,NA,NA
"Spring Valley","NV",-114.489276287879,39.096518530303,66,151800,80,2012,NA,NA,NA,NA
"Springview II Wind Facility","NE",-99.776089,42.826494,2,3000,65,2011,NA,NA,NA,NA
"Spruce Mountain","ME",-70.5590179,44.415861,10,20000,78,2011,NA,NA,NA,NA
"St. Cloud VA Medical Center","MN",-94.208275,45.577091,1,600,50,2011,NA,NA,NA,NA
"St. Mary's Wind Turbine","AK",-163.250778,62.034767,1,900,50,2019,NA,NA,NA,NA
"St. Olaf College","MN",-93.192368,44.462383,1,1650,80,2006,NA,NA,NA,NA
"St. Paul Island I","AK",-170.235947,57.157486,1,225,37,1999,NA,NA,NA,NA
"St. Paul Island II","AK",-170.23629,57.157299,2,450,37,2007,NA,NA,NA,NA
"Stanton Energy Center","TX",-101.8146298125,32.2102647875,80,120000,80,2008,NA,NA,NA,NA
"Star Point","OR",-120.488798574468,45.5059983191489,47,98700,79,2010,NA,NA,NA,NA
"Stateline Wind Project","OR",-118.787719347826,45.9853780652174,184,121440,50,2001,NA,NA,NA,NA
"Stateline Wind Project","WA",-118.818001648148,46.0178586777778,270,178200,50,2001,NA,NA,NA,NA
"Steel Winds","NY",-78.867636625,42.8179025,8,20000,80,2007,NA,NA,NA,NA
"Steel Winds II","NY",-78.861697,42.8072418333333,6,15000,80,2012,NA,NA,NA,NA
"Steele Flats","NE",-96.9341340227273,40.0462328636364,44,74800,80,2013,NA,NA,NA,NA
"Stella","TX",-97.6249705820896,26.9135904179104,67,201000,87.5,2018,NA,NA,NA,NA
"Stephens Ranch 1","TX",-101.653602576271,32.9078684491525,118,211220,80,2014,NA,NA,NA,NA
"Stephens Ranch II","TX",-101.662423445652,32.9930174130435,92,164680,80,2015,NA,NA,NA,NA
"Sterling Phase I","NM",-103.274782,33.3613153076923,13,29900,80,2017,NA,NA,NA,NA
"Stetson","ME",-67.9787101578947,45.525622868421,38,57000,80,2009,NA,NA,NA,NA
"Stetson Wind expansion","ME",-67.9709889411765,45.6149728235294,17,25500,80,2010,NA,NA,NA,NA
"Stillwater Big Sky","MT",-109.499017258065,45.8735600645161,31,79750,84.1935483870968,2018,NA,NA,NA,NA
"Stoneray","MN",-96.0827215384615,43.9826440769231,13,34125,85,2018,NA,NA,NA,NA
"Stoneray II","MN",-96.13300748,44.06579972,25,64000,84,2019,NA,NA,NA,NA
"Stoney Corners","MI",-85.3090935,44.189741,2,5000,100,2008,NA,NA,NA,NA
"Stoney Corners - Repower","MI",-85.3168661428571,44.1909484285714,7,14350,80,2009,NA,NA,NA,NA
"Stoney Corners II","MI",-85.3075402,44.1827934,10,20500,100,2010,NA,NA,NA,NA
"Stoney Corners III","MI",-85.2605192,44.1650033,10,20750,98,2011,NA,NA,NA,NA
"Stony Creek","PA",-78.8151703428571,40.0309764285714,35,52500,80,2009,NA,NA,NA,NA
"Storm Lake I","IA",-95.3229680821918,42.7113147876712,146,109500,65,1999,NA,NA,NA,NA
